REG,MAKE,RANGE,MODEL,DERIVATIVE,PRICE_INC_VAT,COLOUR,MILEAGE,VEHICLE_TYPE,DATE_ON_FORECOURT,IMAGES
MW18LSG,Volvo,V40,SE Lux,T2 SE Lux Nav 5dr,"6,945.89",RED,79155,CAR,2018-07-20,"https://stoneacre.test/images/MW18LSG_1.jpg,https://stoneacre.test/images/MW18LSG_2.jpg,https://stoneacre.test/images/MW18LSG_3.jpg,"
CC06DWL,SEAT,Ibiza,FR Technology,1.2 TSI 90 FR Technology 5dr,"3,744.03",GREY,72597,CAR,2020-05-02,"https://stoneacre.test/images/CC06DWL_1.jpg,https://stoneacre.test/images/CC06DWL_2.jpg,https://stoneacre.test/images/CC06DWL_3.jpg,"
JX54EOT,Renault,Captur,Dynamique S Nav,1.5 dCi 90 Dynamique S Nav 5dr Auto,"1,234.81",SILVER,35941,CAR,2019-08-16,"https://stoneacre.test/images/JX54EOT_1.jpg,https://stoneacre.test/images/JX54EOT_2.jpg,https://stoneacre.test/images/JX54EOT_3.jpg,"
,Volvo,XC60,R-Design Lux Nav,D4 [190] R DESIGN Lux Nav 5dr AWD Geartronic,"4,746.07",SILVER,50484,CAR,2018-11-10,
RI06YSO,MINI,Countryman,Cooper,1.5 Cooper 5dr Auto [Chili/Nav+ Pack],"5,725.92",PURPLE,104219,CAR,2020-08-13,"https://stoneacre.test/images/RI06YSO_1.jpg,https://stoneacre.test/images/RI06YSO_2.jpg,https://stoneacre.test/images/RI06YSO_3.jpg,"
UD16YQO,Ford,Ka+,Zetec,1.2 Zetec 5dr,"4,990.74",BLUE,63920,LCV,2020-04-15,"https://stoneacre.test/images/UD16YQO_1.jpg,https://stoneacre.test/images/UD16YQO_2.jpg,https://stoneacre.test/images/UD16YQO_3.jpg,"
BY64HHH,Fiat,Ducato Panel Van,33 MWB,2.3 Multijet Sportivo High Roof Van 160,"4,330.55",BLUE,75007,CAR,2018-11-06,"https://stoneacre.test/images/BY64HHH_1.jpg,https://stoneacre.test/images/BY64HHH_2.jpg,https://stoneacre.test/images/BY64HHH_3.jpg,"
UE20FSX,Ford,Focus,Titanium Navigation,1.5 EcoBoost Titanium Navigation 5dr,"2,761.73",BLUE,71217,CAR,2018-02-25,"https://stoneacre.test/images/UE20FSX_1.jpg,https://stoneacre.test/images/UE20FSX_2.jpg,https://stoneacre.test/images/UE20FSX_3.jpg,"
,Suzuki,Ignis,SZ5,1.2 Dualjet SHVS SZ5 5dr,"7,061.09",GREY,0,CAR,2019-06-09,"https://stoneacre.test/images/VM50CQP_1.jpg,https://stoneacre.test/images/VM50CQP_2.jpg,https://stoneacre.test/images/VM50CQP_3.jpg,"
OC62CIV,Ford,Fiesta,Titanium,1.0 EcoBoost Titanium 5dr,"5,882.10",WHITE,67239,CAR,2018-12-30,"https://stoneacre.test/images/OC62CIV_1.jpg,https://stoneacre.test/images/OC62CIV_2.jpg,https://stoneacre.test/images/OC62CIV_3.jpg,"
IU06TPQ,Renault,Clio,Dynamique Nav,0.9 TCE 90 Dynamique Nav 5dr,"4,854.89",BLUE,58795,CAR,2018-08-25,"https://stoneacre.test/images/IU06TPQ_1.jpg,https://stoneacre.test/images/IU06TPQ_2.jpg,https://stoneacre.test/images/IU06TPQ_3.jpg,"
OI54EGL,Toyota,Corolla,Excel,1.8 VVT-i Hybrid Excel 5dr CVT,"7,292.42",PURPLE,103472,CAR,2018-10-20,"https://stoneacre.test/images/OI54EGL_1.jpg,https://stoneacre.test/images/OI54EGL_2.jpg,https://stoneacre.test/images/OI54EGL_3.jpg,"
EM56OLC,Ford,Galaxy,Titanium,2.0 TDCi 180 Titanium 5dr,"6,890.69",BLACK,39290,CAR,2020-04-09,"https://stoneacre.test/images/EM56OLC_1.jpg,https://stoneacre.test/images/EM56OLC_2.jpg,https://stoneacre.test/images/EM56OLC_3.jpg,"
YP08OEQ,Ford,Ka+,Active,1.2 85 Active 5dr,"2,513.51",BLACK,95134,CAR,2018-10-14,"https://stoneacre.test/images/YP08OEQ_1.jpg,https://stoneacre.test/images/YP08OEQ_2.jpg,https://stoneacre.test/images/YP08OEQ_3.jpg,"
LY10KGH,Volvo,XC90,Momentum Pro,2.0 T8 Hybrid Momentum Pro 5dr Geartronic,"1,160.17",SILVER,22230,CAR,2019-03-27,"https://stoneacre.test/images/LY10KGH_1.jpg,https://stoneacre.test/images/LY10KGH_2.jpg,https://stoneacre.test/images/LY10KGH_3.jpg,"
SW14COV,Ford,S-Max,Titanium Sport,2.0 TDCi 210 Titanium Sport 5dr Powershift,"4,667.03",SILVER,82347,CAR,2020-03-28,"https://stoneacre.test/images/SW14COV_1.jpg,https://stoneacre.test/images/SW14COV_2.jpg,https://stoneacre.test/images/SW14COV_3.jpg,"
EX16OYE,Audi,Q3,Quattro S Line Plus,2.0T FSI Quattro S Line Plus 5dr,"3,456.71",GREY,94037,CAR,2018-09-24,"https://stoneacre.test/images/EX16OYE_1.jpg,https://stoneacre.test/images/EX16OYE_2.jpg,https://stoneacre.test/images/EX16OYE_3.jpg,"
WW58KIL,Mercedes-Benz,CLA,AMG Line,CLA 220d AMG Line 4Matic 4dr Tip Auto,"6,606.91",WHITE,13209,CAR,2019-12-23,"https://stoneacre.test/images/WW58KIL_1.jpg,https://stoneacre.test/images/WW58KIL_2.jpg,https://stoneacre.test/images/WW58KIL_3.jpg,"
YB68IYX,Honda,CR-V,SE,2.0 i-VTEC SE 5dr,"4,496.17",SILVER,112057,CAR,2019-12-25,"https://stoneacre.test/images/YB68IYX_1.jpg,https://stoneacre.test/images/YB68IYX_2.jpg,https://stoneacre.test/images/YB68IYX_3.jpg,"
SX04IJT,Volvo,XC60,SE,D3 [163] DRIVe SE 5dr [Start Stop],"1,237.26",YELLOW,80813,CAR,2019-05-12,"https://stoneacre.test/images/SX04IJT_1.jpg,https://stoneacre.test/images/SX04IJT_2.jpg,https://stoneacre.test/images/SX04IJT_3.jpg,"
OF64RKP,Suzuki,SX4 S-Cross,SZ4,1.0 Boosterjet SZ4 5dr,"6,017.38",RED,39313,CAR,2018-11-03,"https://stoneacre.test/images/OF64RKP_1.jpg,https://stoneacre.test/images/OF64RKP_2.jpg,https://stoneacre.test/images/OF64RKP_3.jpg,"
PX56UBL,Ford,Fiesta,ST-Line,1.0 EcoBoost 125 ST-Line 3dr,"5,214.59",YELLOW,54775,CAR,2018-06-17,"https://stoneacre.test/images/PX56UBL_1.jpg,https://stoneacre.test/images/PX56UBL_2.jpg,https://stoneacre.test/images/PX56UBL_3.jpg,"
FE02FGD,Suzuki,Swift,SZ2,1.2 SZ2 3dr,"3,682.94",GREY,12621,CAR,2019-04-22,"https://stoneacre.test/images/FE02FGD_1.jpg,https://stoneacre.test/images/FE02FGD_2.jpg,https://stoneacre.test/images/FE02FGD_3.jpg,"
HW16RSJ,Skoda,Yeti,SE,1.2 TSI [110] SE 5dr DSG,"7,765.15",SILVER,54767,CAR,2018-07-23,"https://stoneacre.test/images/HW16RSJ_1.jpg,https://stoneacre.test/images/HW16RSJ_2.jpg,https://stoneacre.test/images/HW16RSJ_3.jpg,"
VN60XFD,Fiat,Panda,Trussardi,1.2 Trussardi 5dr,"3,854.32",SILVER,27651,CAR,2020-07-03,
OI08PXF,Peugeot,2008 SUV,GT Line,1.6 BlueHDi 100 GT Line 5dr,"2,144.92",GREY,74263,CAR,2018-08-23,"https://stoneacre.test/images/OI08PXF_1.jpg,https://stoneacre.test/images/OI08PXF_2.jpg,https://stoneacre.test/images/OI08PXF_3.jpg,"
TT04RWJ,Ford,Focus,ST-3,2.0T EcoBoost ST-3 5dr,"4,845.97",PURPLE,59771,CAR,2019-03-11,"https://stoneacre.test/images/TT04RWJ_1.jpg,https://stoneacre.test/images/TT04RWJ_2.jpg,https://stoneacre.test/images/TT04RWJ_3.jpg,"
,Ford,Focus,Titanium,1.5 TDCi 120 Titanium 5dr,"1,114.74",SILVER,78355,CAR,2018-03-17,"https://stoneacre.test/images/MS58FNS_1.jpg,https://stoneacre.test/images/MS58FNS_2.jpg,https://stoneacre.test/images/MS58FNS_3.jpg,"
WC58EUW,Fiat,Ducato Maxi Dropside,35 XLB LWB,2.3 Multijet Dropside 140,"2,715.03",RED,17591,CAR,2020-05-17,"https://stoneacre.test/images/WC58EUW_1.jpg,https://stoneacre.test/images/WC58EUW_2.jpg,https://stoneacre.test/images/WC58EUW_3.jpg,"
QL68STQ,Peugeot,208,Tech Edition,1.2 PureTech 82 Tech Edition 5dr [Start Stop],"1,225.82",BLACK,20075,CAR,2019-04-05,"https://stoneacre.test/images/QL68STQ_1.jpg,https://stoneacre.test/images/QL68STQ_2.jpg,https://stoneacre.test/images/QL68STQ_3.jpg,"
DR08QJR,Ford,Fiesta,Titanium,1.6 Titanium 5dr Powershift,"1,559.78",SILVER,100682,CAR,2020-06-21,"https://stoneacre.test/images/DR08QJR_1.jpg,https://stoneacre.test/images/DR08QJR_2.jpg,https://stoneacre.test/images/DR08QJR_3.jpg,"
EX14GKW,Suzuki,SX4 S-Cross,SZ4,1.0 Boosterjet SZ4 5dr,"3,671.79",GREY,24909,CAR,2020-03-11,"https://stoneacre.test/images/EX14GKW_1.jpg,https://stoneacre.test/images/EX14GKW_2.jpg,https://stoneacre.test/images/EX14GKW_3.jpg,"
OP06YQS,Ford,Fiesta,Titanium,1.5 TDCi 120 Titanium 5dr,"4,202.81",RED,119704,CAR,2020-01-29,"https://stoneacre.test/images/OP06YQS_1.jpg,https://stoneacre.test/images/OP06YQS_2.jpg,https://stoneacre.test/images/OP06YQS_3.jpg,"
PI58XTY,Volvo,XC60,Momentum Pro,2.0 D4 Momentum Pro 5dr AWD Geartronic,"3,576.56",RED,62206,CAR,2020-04-24,"https://stoneacre.test/images/PI58XTY_1.jpg,https://stoneacre.test/images/PI58XTY_2.jpg,https://stoneacre.test/images/PI58XTY_3.jpg,"
EB16QXJ,Vauxhall,Astra,Elite Nav,1.6 CDTi 16V 136 Elite Nav 5dr,"4,565.83",YELLOW,0,CAR,2018-10-21,"https://stoneacre.test/images/EB16QXJ_1.jpg,https://stoneacre.test/images/EB16QXJ_2.jpg,https://stoneacre.test/images/EB16QXJ_3.jpg,"
DT08QGH,Fiat,Panda,Easy,1.2 Easy 5dr,"7,631.78",SILVER,61189,CAR,2019-04-20,"https://stoneacre.test/images/DT08QGH_1.jpg,https://stoneacre.test/images/DT08QGH_2.jpg,https://stoneacre.test/images/DT08QGH_3.jpg,"
EW54MXT,Fiat,500 Hybrid,Pop,1.0 Mild Hybrid Pop 3dr,"7,696.33",BLACK,57751,CAR,2018-09-12,"https://stoneacre.test/images/EW54MXT_1.jpg,https://stoneacre.test/images/EW54MXT_2.jpg,https://stoneacre.test/images/EW54MXT_3.jpg,"
CR62MHY,Volvo,XC60,R-Design Lux Nav,D4 [190] R DESIGN Lux Nav 5dr AWD Geartronic,"1,257.26",BLUE,26655,CAR,2018-04-06,"https://stoneacre.test/images/CR62MHY_1.jpg,https://stoneacre.test/images/CR62MHY_2.jpg,https://stoneacre.test/images/CR62MHY_3.jpg,"
UX12LST,Mazda,3,GT Sport Tech,2.0 Skyactiv-X MHEV GT Sport Tech 5dr AWD,"3,168.92",BLUE,42236,CAR,2020-05-07,"https://stoneacre.test/images/UX12LST_1.jpg,https://stoneacre.test/images/UX12LST_2.jpg,https://stoneacre.test/images/UX12LST_3.jpg,"
RK54VJD,Suzuki,Swift,SZ5,1.0 Boosterjet SHVS SZ5 5dr,"5,517.83",BLUE,67811,CAR,2019-01-17,"https://stoneacre.test/images/RK54VJD_1.jpg,https://stoneacre.test/images/RK54VJD_2.jpg,https://stoneacre.test/images/RK54VJD_3.jpg,"
PH10IBS,Toyota,Yaris,Icon,1.33 VVT-i Icon 3dr,"4,434.43",BLACK,109016,CAR,2019-02-13,"https://stoneacre.test/images/PH10IBS_1.jpg,https://stoneacre.test/images/PH10IBS_2.jpg,https://stoneacre.test/images/PH10IBS_3.jpg,"
YS64GJQ,Fiat,500X,Sport,1.3 Sport 5dr DCT,"4,308.83",SILVER,6119,CAR,2019-01-23,"https://stoneacre.test/images/YS64GJQ_1.jpg,https://stoneacre.test/images/YS64GJQ_2.jpg,https://stoneacre.test/images/YS64GJQ_3.jpg,"
YD52MGX,Volvo,V60,R-Design Lux Nav,D4 [190] R DESIGN Lux Nav 5dr,"5,124.81",PURPLE,15805,CAR,2018-09-05,"https://stoneacre.test/images/YD52MGX_1.jpg,https://stoneacre.test/images/YD52MGX_2.jpg,https://stoneacre.test/images/YD52MGX_3.jpg,"
SS62PSJ,Volvo,V40,R-Design,D2 [120] R DESIGN 5dr,"1,052.19",GREY,87638,CAR,2019-04-15,"https://stoneacre.test/images/SS62PSJ_1.jpg,https://stoneacre.test/images/SS62PSJ_2.jpg,https://stoneacre.test/images/SS62PSJ_3.jpg,"
NY16HBS,Mazda,3,Sport Nav,2.0 Sport Nav 5dr Auto,"1,151.99",RED,55029,CAR,2019-02-10,"https://stoneacre.test/images/NY16HBS_1.jpg,https://stoneacre.test/images/NY16HBS_2.jpg,https://stoneacre.test/images/NY16HBS_3.jpg,"
LY66YGV,Renault,Trafic Panel,LWB,LL30 ENERGY dCi 170 Sport Nav Van,"3,660.99",RED,80537,LCV,2020-05-19,"https://stoneacre.test/images/LY66YGV_1.jpg,https://stoneacre.test/images/LY66YGV_2.jpg,https://stoneacre.test/images/LY66YGV_3.jpg,"
NP10GJE,Jaguar,XE,Prestige,2.0d [180] Prestige 4dr Auto,"1,966.81",YELLOW,111777,CAR,2019-10-16,"https://stoneacre.test/images/NP10GJE_1.jpg,https://stoneacre.test/images/NP10GJE_2.jpg,https://stoneacre.test/images/NP10GJE_3.jpg,"
UB20YTP,Volkswagen,Golf,GTD,2.0 TDI 184 GTD 5dr,"2,190.60",RED,113921,CAR,2018-06-24,"https://stoneacre.test/images/UB20YTP_1.jpg,https://stoneacre.test/images/UB20YTP_2.jpg,https://stoneacre.test/images/UB20YTP_3.jpg,"
XP50NWX,Peugeot,Traveller,Active Standard,1.5 BlueHDi 120 Active Standard [8 Seat] 5dr,"7,191.85",BLACK,19506,CAR,2018-09-06,"https://stoneacre.test/images/XP50NWX_1.jpg,https://stoneacre.test/images/XP50NWX_2.jpg,https://stoneacre.test/images/XP50NWX_3.jpg,"
HV14RLM,MG,ZS,Exclusive,1.5 VTi-TECH Exclusive 5dr,"2,396.52",WHITE,71757,CAR,2020-06-02,"https://stoneacre.test/images/HV14RLM_1.jpg,https://stoneacre.test/images/HV14RLM_2.jpg,https://stoneacre.test/images/HV14RLM_3.jpg,"
,Volvo,V60,Momentum Plus,2.0 T4 [190] Momentum Plus 5dr Auto,"1,098.85",BLUE,83760,CAR,2020-10-08,"https://stoneacre.test/images/SQ08DOG_1.jpg,https://stoneacre.test/images/SQ08DOG_2.jpg,https://stoneacre.test/images/SQ08DOG_3.jpg,"
KY52GQH,MINI,Clubman,Cooper Classic,1.5 Cooper Classic 6dr,"1,023.40",GREY,3988,CAR,2018-09-18,"https://stoneacre.test/images/KY52GQH_1.jpg,https://stoneacre.test/images/KY52GQH_2.jpg,https://stoneacre.test/images/KY52GQH_3.jpg,"
VR68FMD,Ford,Focus,ST-Line Navigation,1.0 EcoBoost 140 ST-Line Navigation 5dr,"7,573.51",RED,103846,CAR,2018-07-12,"https://stoneacre.test/images/VR68FMD_1.jpg,https://stoneacre.test/images/VR68FMD_2.jpg,https://stoneacre.test/images/VR68FMD_3.jpg,"
NS16OCD,Peugeot,2008 SUV,GT Line,1.6 BlueHDi 100 GT Line 5dr,"5,555.18",PURPLE,46349,CAR,2020-09-02,"https://stoneacre.test/images/NS16OCD_1.jpg,https://stoneacre.test/images/NS16OCD_2.jpg,https://stoneacre.test/images/NS16OCD_3.jpg,"
WQ18RII,BMW,7-Series,M Sport,745e M Sport 4dr Auto,"3,356.20",SILVER,42599,CAR,2018-10-02,"https://stoneacre.test/images/WQ18RII_1.jpg,https://stoneacre.test/images/WQ18RII_2.jpg,https://stoneacre.test/images/WQ18RII_3.jpg,"
GG62EJV,Volvo,S90,Inscription,2.0 D4 Inscription 4dr Geartronic,"5,347.26",SILVER,71568,CAR,2019-01-08,"https://stoneacre.test/images/GG62EJV_1.jpg,https://stoneacre.test/images/GG62EJV_2.jpg,https://stoneacre.test/images/GG62EJV_3.jpg,"
WD68SKD,Peugeot,308,GT Line,1.2 PureTech 130 GT Line 5dr,"2,102.47",RED,53707,CAR,2019-01-15,"https://stoneacre.test/images/WD68SKD_1.jpg,https://stoneacre.test/images/WD68SKD_2.jpg,https://stoneacre.test/images/WD68SKD_3.jpg,"
NR60UHB,Fiat,500,Pop Star,1.2 Pop Star 3dr,"3,946.60",WHITE,99652,CAR,2020-03-17,"https://stoneacre.test/images/NR60UHB_1.jpg,https://stoneacre.test/images/NR60UHB_2.jpg,https://stoneacre.test/images/NR60UHB_3.jpg,"
BV64GME,Peugeot,308,GT Line,1.2 PureTech 130 GT Line 5dr,"4,102.80",BLUE,43411,CAR,2019-11-15,"https://stoneacre.test/images/BV64GME_1.jpg,https://stoneacre.test/images/BV64GME_2.jpg,https://stoneacre.test/images/BV64GME_3.jpg,"
HV14PEB,Fiat,500 Hybrid,Star,1.0 Mild Hybrid Star 3dr,"1,232.84",SILVER,6691,CAR,2018-04-03,"https://stoneacre.test/images/HV14PEB_1.jpg,https://stoneacre.test/images/HV14PEB_2.jpg,https://stoneacre.test/images/HV14PEB_3.jpg,"
WI06KHI,Hyundai,i800,SE Nav,2.5 CRDi SE Nav 5dr Auto,"7,734.34",WHITE,83142,CAR,2018-06-07,"https://stoneacre.test/images/WI06KHI_1.jpg,https://stoneacre.test/images/WI06KHI_2.jpg,https://stoneacre.test/images/WI06KHI_3.jpg,"
IT06DFC,BMW,3-Series,M Sport,320d M Sport 4dr Step Auto,"7,544.61",GREY,14894,CAR,2020-08-16,"https://stoneacre.test/images/IT06DFC_1.jpg,https://stoneacre.test/images/IT06DFC_2.jpg,https://stoneacre.test/images/IT06DFC_3.jpg,"
BV62GGR,Fiat,500,Club S,1.2 Club S 3dr,"1,128.25",BLACK,35830,CAR,2018-08-23,"https://stoneacre.test/images/BV62GGR_1.jpg,https://stoneacre.test/images/BV62GGR_2.jpg,https://stoneacre.test/images/BV62GGR_3.jpg,"
SC18WLO,Fiat,500,Lounge,1.2 Lounge 3dr,"2,823.01",BLACK,33487,CAR,2019-10-23,"https://stoneacre.test/images/SC18WLO_1.jpg,https://stoneacre.test/images/SC18WLO_2.jpg,https://stoneacre.test/images/SC18WLO_3.jpg,"
VD20IJS,Skoda,Superb,Laurin + Klemen,2.0 TSI Laurin + Klement 5dr DSG,"1,064.99",GREY,31821,CAR,2019-06-07,"https://stoneacre.test/images/VD20IJS_1.jpg,https://stoneacre.test/images/VD20IJS_2.jpg,https://stoneacre.test/images/VD20IJS_3.jpg,"
EY16YJM,Volvo,XC60,R-Design,2.0 D4 R-Design 5dr Geartronic,"5,632.47",BLACK,13166,CAR,2020-10-29,"https://stoneacre.test/images/EY16YJM_1.jpg,https://stoneacre.test/images/EY16YJM_2.jpg,https://stoneacre.test/images/EY16YJM_3.jpg,"
GO68WHN,Vauxhall,Mokka X,Active,1.6CDTi [136] Active 5dr,"6,383.94",BLACK,58469,CAR,2019-11-09,"https://stoneacre.test/images/GO68WHN_1.jpg,https://stoneacre.test/images/GO68WHN_2.jpg,https://stoneacre.test/images/GO68WHN_3.jpg,"
PP60FTJ,Fiat,Tipo,Easy,1.4 Easy 5dr,"7,231.71",PURPLE,32211,CAR,2018-08-22,"https://stoneacre.test/images/PP60FTJ_1.jpg,https://stoneacre.test/images/PP60FTJ_2.jpg,https://stoneacre.test/images/PP60FTJ_3.jpg,"
VC14QGG,Renault,Captur,Dynamique MediaNav,1.5 dCi 90 Dynamique MediaNav 5dr EDC,"1,024.17",YELLOW,78660,CAR,2018-08-28,"https://stoneacre.test/images/VC14QGG_1.jpg,https://stoneacre.test/images/VC14QGG_2.jpg,https://stoneacre.test/images/VC14QGG_3.jpg,"
YM06RKV,Peugeot,508,GT,1.6 PureTech 225 GT 5dr EAT8,"5,405.98",PURPLE,0,CAR,2019-09-14,"https://stoneacre.test/images/YM06RKV_1.jpg,https://stoneacre.test/images/YM06RKV_2.jpg,https://stoneacre.test/images/YM06RKV_3.jpg,"
SQ12YUC,Mercedes-Benz,CLA,AMG Line,CLA 180 AMG Line 4dr,"4,228.90",PURPLE,4523,CAR,2018-04-17,"https://stoneacre.test/images/SQ12YUC_1.jpg,https://stoneacre.test/images/SQ12YUC_2.jpg,https://stoneacre.test/images/SQ12YUC_3.jpg,"
DH20NYO,Ford,Kuga,Titanium,1.5 EcoBoost 182 Titanium 5dr Auto,"7,219.61",PURPLE,30545,CAR,2019-11-10,"https://stoneacre.test/images/DH20NYO_1.jpg,https://stoneacre.test/images/DH20NYO_2.jpg,https://stoneacre.test/images/DH20NYO_3.jpg,"
FV54SWC,Volvo,V40,R-Design Edition,T3 [152] R-Design Edition 5dr,"4,896.57",RED,38338,CAR,2018-12-02,"https://stoneacre.test/images/FV54SWC_1.jpg,https://stoneacre.test/images/FV54SWC_2.jpg,https://stoneacre.test/images/FV54SWC_3.jpg,"
CF50BHB,Volkswagen,Tiguan,SEL,2.0 TDi 150 SEL 5dr DSG,"1,015.04",YELLOW,2172,CAR,2020-06-29,"https://stoneacre.test/images/CF50BHB_1.jpg,https://stoneacre.test/images/CF50BHB_2.jpg,https://stoneacre.test/images/CF50BHB_3.jpg,"
,Fiat,Tipo,Easy,1.4 Easy 5dr,"5,341.49",SILVER,92851,CAR,2019-08-27,"https://stoneacre.test/images/FC12TYE_1.jpg,https://stoneacre.test/images/FC12TYE_2.jpg,https://stoneacre.test/images/FC12TYE_3.jpg,"
NB66MFC,Vauxhall,Mokka X,Active,1.6CDTi ecoFLEX Active 5dr,"2,237.93",SILVER,67444,CAR,2019-08-25,"https://stoneacre.test/images/NB66MFC_1.jpg,https://stoneacre.test/images/NB66MFC_2.jpg,https://stoneacre.test/images/NB66MFC_3.jpg,"
LT10LJS,Ford,Fiesta,ST-Line,1.0 EcoBoost 140 ST-Line 3dr,"5,187.71",BLUE,87188,CAR,2019-02-07,"https://stoneacre.test/images/LT10LJS_1.jpg,https://stoneacre.test/images/LT10LJS_2.jpg,https://stoneacre.test/images/LT10LJS_3.jpg,"
MS64JFR,Peugeot,308,Allure,1.5 BlueHDi 130 Allure 5dr,"6,518.65",BLUE,105435,CAR,2020-09-10,"https://stoneacre.test/images/MS64JFR_1.jpg,https://stoneacre.test/images/MS64JFR_2.jpg,https://stoneacre.test/images/MS64JFR_3.jpg,"
XJ04WXD,Ford,Focus,Titanium,1.5 EcoBoost Titanium 5dr,"3,551.96",WHITE,108149,CAR,2019-09-24,"https://stoneacre.test/images/XJ04WXD_1.jpg,https://stoneacre.test/images/XJ04WXD_2.jpg,https://stoneacre.test/images/XJ04WXD_3.jpg,"
JN02LSO,Ford,Focus,ST-Line Navigation,1.0 EcoBoost 140 ST-Line Navigation 5dr,"2,549.91",PURPLE,108782,CAR,2018-06-30,"https://stoneacre.test/images/JN02LSO_1.jpg,https://stoneacre.test/images/JN02LSO_2.jpg,https://stoneacre.test/images/JN02LSO_3.jpg,"
GO50YUC,Volvo,V60,Cross Country,2.0 D4 [190] Cross Country 5dr AWD Auto,"2,600.90",SILVER,66831,CAR,2019-12-05,"https://stoneacre.test/images/GO50YUC_1.jpg,https://stoneacre.test/images/GO50YUC_2.jpg,https://stoneacre.test/images/GO50YUC_3.jpg,"
ED18FWK,Dacia,Sandero,Ambiance,1.0 SCe Ambiance 5dr,"7,560.64",BLUE,44782,CAR,2020-01-02,"https://stoneacre.test/images/ED18FWK_1.jpg,https://stoneacre.test/images/ED18FWK_2.jpg,https://stoneacre.test/images/ED18FWK_3.jpg,"
RP54DFX,Suzuki,Swift,SZ-T,1.2 Dualjet SHVS SZ-T 5dr,"5,791.17",YELLOW,7532,CAR,2019-08-30,"https://stoneacre.test/images/RP54DFX_1.jpg,https://stoneacre.test/images/RP54DFX_2.jpg,https://stoneacre.test/images/RP54DFX_3.jpg,"
ER04MLY,Ford,Fiesta,Zetec,1.0 EcoBoost Zetec 3dr,"1,294.32",RED,106706,CAR,2019-07-27,"https://stoneacre.test/images/ER04MLY_1.jpg,https://stoneacre.test/images/ER04MLY_2.jpg,https://stoneacre.test/images/ER04MLY_3.jpg,"
LU52QSC,Volvo,V60,Inscription,2.0 T5 Inscription 5dr Auto,"5,175.26",PURPLE,56482,CAR,2019-05-28,"https://stoneacre.test/images/LU52QSC_1.jpg,https://stoneacre.test/images/LU52QSC_2.jpg,https://stoneacre.test/images/LU52QSC_3.jpg,"
VR10LHV,Suzuki,SX4 S-Cross,SZ4,1.0 Boosterjet SZ4 5dr,"5,841.17",BLUE,112921,CAR,2018-08-19,"https://stoneacre.test/images/VR10LHV_1.jpg,https://stoneacre.test/images/VR10LHV_2.jpg,https://stoneacre.test/images/VR10LHV_3.jpg,"
IJ14GTE,Jaguar,E-Pace,HSE,2.0 [200] HSE 5dr Auto,"7,740.99",BLACK,37537,CAR,2018-03-25,"https://stoneacre.test/images/IJ14GTE_1.jpg,https://stoneacre.test/images/IJ14GTE_2.jpg,https://stoneacre.test/images/IJ14GTE_3.jpg,"
CO14DFL,Honda,CR-V,EX,1.5 VTEC Turbo EX 5dr,"5,177.20",RED,10697,CAR,2020-10-17,
KN52SMD,Skoda,Octavia,SE Technology,2.0 TDI CR SE Technology 5dr,"4,962.61",PURPLE,29382,CAR,2019-07-30,"https://stoneacre.test/images/KN52SMD_1.jpg,https://stoneacre.test/images/KN52SMD_2.jpg,https://stoneacre.test/images/KN52SMD_3.jpg,"
KS06QBG,Fiat,500,Pop,1.2 Pop 3dr [Start Stop],"6,315.83",SILVER,23505,CAR,2019-02-26,"https://stoneacre.test/images/KS06QBG_1.jpg,https://stoneacre.test/images/KS06QBG_2.jpg,https://stoneacre.test/images/KS06QBG_3.jpg,"
HH08YEC,Peugeot,2008 SUV,Allure,1.2 PureTech 110 Allure 5dr,"2,974.40",PURPLE,70787,CAR,2020-01-31,"https://stoneacre.test/images/HH08YEC_1.jpg,https://stoneacre.test/images/HH08YEC_2.jpg,https://stoneacre.test/images/HH08YEC_3.jpg,"
LW20GGF,Peugeot,108,Active,1.0 Active 3dr,"7,205.14",RED,31476,CAR,2020-01-08,"https://stoneacre.test/images/LW20GGF_1.jpg,https://stoneacre.test/images/LW20GGF_2.jpg,https://stoneacre.test/images/LW20GGF_3.jpg,"
VJ18WPY,Renault,Kangoo,Maxi,LL21 ENERGY dCi 115 Business+ Van [Euro 6],"5,967.57",BLUE,0,CAR,2018-10-09,"https://stoneacre.test/images/VJ18WPY_1.jpg,https://stoneacre.test/images/VJ18WPY_2.jpg,https://stoneacre.test/images/VJ18WPY_3.jpg,"
GN14PGW,BMW,3-Series,Sport,320i Sport 4dr Step Auto,"1,894.29",YELLOW,92333,CAR,2019-12-31,"https://stoneacre.test/images/GN14PGW_1.jpg,https://stoneacre.test/images/GN14PGW_2.jpg,https://stoneacre.test/images/GN14PGW_3.jpg,"
OY54TGF,Mitsubishi,Eclipse Cross,Exceed,1.5 Exceed 5dr CVT 4WD,"1,348.38",RED,24358,CAR,2019-05-26,"https://stoneacre.test/images/OY54TGF_1.jpg,https://stoneacre.test/images/OY54TGF_2.jpg,https://stoneacre.test/images/OY54TGF_3.jpg,"
,Mazda,CX-5,SE-L Nav+,2.2d SE-L Nav+ 5dr Auto,"6,737.82",SILVER,87229,CAR,2019-01-23,"https://stoneacre.test/images/KO58BTC_1.jpg,https://stoneacre.test/images/KO58BTC_2.jpg,https://stoneacre.test/images/KO58BTC_3.jpg,"
